area,bedrooms,price
2781,3,153.45
1477,4,140.91
1043,5,135.34
1709,3,34.69
1314,2,72.9
2984,2,138.25
2883,4,118.23
3429,4,137.96
3482,1,38.55
3468,1,161.33
3787,5,47.72
2479,2,46.76
2491,5,38.63
1029,1,154.96
3802,1,108.23
3626,2,73.06
2686,3,89.72
2556,5,35.55
1518,4,113.95
3254,2,63.1
3057,1,60.32
3710,2,55.9
2315,3,98.97
3679,4,107.85
1187,3,51.9
2112,3,88.46
869,1,136.54
1367,1,65.49
2270,3,151.52
1710,1,72.36
2503,5,75.28
2016,5,64.55
2671,3,74.29
1270,4,108.99
861,2,132.4
2994,2,127.84
3451,2,52.75
1092,2,169.18
1623,2,104.87
1481,3,102.43
2032,5,77.15
3872,5,106.82
1650,5,123.52
981,4,98.65
3561,4,31.42
3479,5,84.31
3464,1,133.05
1292,3,99.98
2739,5,122.58
3577,5,135.48
1408,2,154.65
2261,4,94.5
1132,3,165.47
3622,2,120.77
2423,1,121.08
3781,2,33.16
3496,4,109.57
3355,2,130.92
3686,1,99.66
1971,3,160.05
3829,2,90.26
2432,2,59.03
3556,4,155.78
847,4,42.29
1811,3,32.9
1480,1,80.94
1935,5,146.09
3403,3,160.21
2747,1,132.59
2952,5,169.58
3349,1,130.37
3409,3,165.07
1565,5,66.78
3948,3,50.42
3549,4,103.57
1921,1,53.42
3911,3,62.45
1818,4,101.84
2435,4,137.28
3437,5,53.83
1102,4,145.19
2446,5,56.38
2037,5,138.52
2867,4,51.02
1354,4,168.43
1148,4,62.76
1458,4,131.07
3526,1,122.01
922,1,77.88
1348,1,113.33
3671,5,168.06
1320,1,55.79
1591,4,53.57
1453,3,61.64
3132,5,56.34
1996,5,35.62
3495,4,128.83
3205,5,169.57
3399,1,91.95
3301,2,79.11
904,1,123.76
2483,5,88.74
2546,2,114.09
2187,5,157.52
3774,1,142.21
3105,4,81.94
924,1,83.57
3049,3,162.45
2439,4,134.88
1749,1,82.73
1203,2,125.65
923,2,151.88
3181,4,31.62
3716,1,99.4
1978,2,143.9
1363,1,151.87
1946,1,113.96
3094,4,68.68
2179,4,106.74
2944,4,30.95
3026,5,150.32
3851,4,122.21
1104,1,138.76
1777,5,136.09
1183,1,72.59
3400,4,69.11
1804,4,139.89
905,5,145.96
3688,1,94.2
2205,5,118.1
3287,1,132.19
3553,3,48.53
3388,1,112.31
3522,1,75.08
3382,3,79.82
1244,2,83.78
1547,2,129.46
1145,5,99.42
803,5,122.52
1848,2,94.24
1559,5,88.82
2032,4,32.5
1676,2,112.71
3302,5,132.07
1166,3,64.24
1358,2,164.39
3629,2,97.04
3104,4,159.36
2417,5,57.98
1816,3,57.37
2340,5,75.11
1555,4,93.42
3209,5,161.6
1832,4,163.63
1959,2,33.2
1009,3,92.05
3734,5,94.41
1262,5,149.49
865,2,49.06
1208,4,162.68
3115,3,111.02
2996,4,107.44
3983,2,124.05
1942,1,122.4
2494,5,118.24
3880,1,142.52
2697,2,127.36
3232,1,90.57
1134,5,89.06
1451,1,57.29
2330,5,143.01
3633,1,155.44
2570,2,144.95
3881,5,111.85
862,2,54.0
2623,3,138.06
1302,2,35.61
1253,4,30.5
1087,3,143.07
2725,4,42.61
2281,3,121.62
902,4,137.76
3394,5,55.06
2447,4,164.91
2795,4,40.38
1774,4,86.33
1830,1,161.5
3726,5,146.24
3925,3,61.01
3487,5,91.07
3037,2,130.3
2056,4,115.54
3293,1,54.85
2951,1,156.98
1241,1,82.28
3333,1,145.13
2285,4,156.58
2099,2,144.66
2244,5,58.53
2261,5,135.26
3355,2,49.2
3416,3,97.01
1658,1,125.66
1815,2,143.78
2200,2,110.44
1370,4,121.39
3784,5,151.2
1838,1,111.32
1008,1,113.99
2629,3,46.88
1505,1,87.75
926,2,70.7
3815,4,60.88
2513,2,93.38
1427,4,116.09
1606,3,55.26
2500,3,93.41
3085,3,30.1
1299,1,78.83
2635,5,61.74
3905,4,33.27
1197,4,169.19
2631,2,33.89
2513,5,117.81
1318,2,79.09
2477,2,102.27
1462,5,136.63
3533,5,31.19
2239,2,109.8
3362,5,114.43
2387,3,164.34
2574,2,135.96
2291,2,107.62
3391,5,96.94
2060,1,53.84
3012,2,150.03
3131,1,159.88
1388,3,168.15
3675,5,50.82
3757,5,90.45
1023,1,121.32
2525,1,69.88
3405,4,156.92
3190,2,61.58
3878,5,50.76
2546,1,152.08
3761,5,73.67
3572,3,134.05
2326,4,90.36
1579,5,46.93
2910,3,164.03
3513,2,101.79
2419,1,133.96
3454,5,162.78
3643,4,49.23
2077,5,144.99
1195,4,52.22
3934,5,122.01
2749,2,82.21
3109,5,119.89
3855,5,120.94
854,3,89.03
3139,4,87.2
2264,4,113.94
2134,1,73.24
2614,5,62.24
3069,1,159.22
2370,1,66.15
2886,2,103.58
3457,2,36.43
931,5,140.44
1980,1,94.94
3211,3,151.6
2026,5,162.84
2754,4,137.07
3042,5,169.54
3146,4,150.54
1072,3,121.48
1139,2,94.42
3572,2,112.02
947,4,39.64
1005,5,50.92
3402,5,103.85
1695,4,41.32
3360,2,39.7
2410,1,111.52
2619,4,64.63
2482,5,58.35
1465,3,138.41
1818,4,83.21
1865,4,168.59
1623,3,58.92
3284,1,148.18
3555,4,114.03
3990,1,63.08
2653,2,124.32
3899,3,68.58
3342,1,125.51
2650,4,123.57
2437,1,92.93
3132,5,158.39
1075,4,112.65
1971,3,142.15
3902,1,124.08
1784,1,137.03
1801,3,139.82
1787,3,78.69
3173,3,114.52
854,2,62.33
3113,3,153.16
3464,5,146.4
2944,3,52.02
1547,3,42.37
3673,1,149.47
3144,1,72.58
3246,2,101.65
1692,2,45.4
3369,5,36.75
3212,4,160.07
1343,3,45.77
2926,3,169.51
3922,5,107.59
3691,3,50.7
3086,3,44.89
1183,5,145.95
2012,2,165.27
2855,4,146.07
993,2,67.59
3076,3,133.54
1528,5,58.93
1492,5,105.6
2368,2,114.18
1726,1,50.6
993,1,145.54
1825,3,106.51
2061,4,119.53
2555,5,59.69
2228,5,74.8
3286,1,168.08
3947,1,55.92
976,1,126.47
1817,4,65.38
3123,2,66.29
1201,5,30.06
887,1,146.37
1415,3,113.49
2571,4,110.01
1117,1,140.62
2698,4,53.86
3602,3,136.46
3566,3,145.47
3885,1,107.54
3801,4,125.79
979,4,166.63
3658,4,128.01
2896,5,72.11
1749,3,156.61
3315,4,40.28
3628,5,138.42
2600,2,53.16
1565,5,124.19
2466,5,109.02
3299,2,87.45
1798,4,63.97
3387,2,68.3
895,4,115.97
1192,2,142.12
1959,1,168.82
2215,2,99.28
2450,2,156.13
2778,2,97.75
1821,4,45.44
3000,3,81.72
924,4,114.41
807,2,41.26
3962,2,113.28
2623,2,167.97
1813,5,122.63
3593,2,115.2
3180,1,36.62
3638,5,163.33
3538,1,36.85
3032,1,135.59
3821,5,153.11
962,1,152.38
3070,5,30.15
1294,1,115.31
3909,3,148.43
2104,3,91.46
1186,4,80.25
3979,4,119.64
2778,3,139.83
3947,5,114.3
2154,3,49.85
3517,3,57.33
3792,4,79.1
1035,2,59.94
1856,5,36.96
2839,5,149.65
1436,1,54.56
1695,4,167.09
1375,2,69.7
3612,5,84.77
3622,5,95.45
3302,4,46.35
2126,5,101.26
2280,5,104.24
997,2,154.01
3089,2,67.76
912,2,160.58
3115,4,160.56
3433,5,54.07
1403,3,43.53
2326,5,48.48
3846,4,91.75
1983,3,168.51
3955,2,72.03
3933,4,95.64
2348,4,113.61
2929,3,30.53
872,2,153.81
888,4,111.35
3200,4,78.58
2914,2,80.25
1058,3,165.79
1957,2,95.41
4000,3,123.04
3466,4,83.43
1946,2,136.26
2490,2,31.74
1003,3,139.8
2433,5,154.04
3482,5,134.67
2104,3,46.17
1269,1,145.79
1066,2,52.48
3984,4,112.71
961,1,160.58
1349,5,164.96
3841,4,34.13
1228,2,96.78
3421,2,106.36
2089,2,88.8
2286,5,139.29
2656,4,109.92
2554,1,162.98
1214,5,66.95
1727,2,52.82
1754,4,148.41
1167,3,54.69
1161,1,64.04
2450,1,62.82
2329,3,82.2
3022,3,35.07
2601,2,38.62
2227,4,101.24
1298,5,100.14
3272,4,104.28
1194,1,105.62
3656,4,99.63
3115,3,44.18
2468,4,62.82
3656,2,156.44
1699,4,121.07
3504,2,125.55
3739,2,149.06
3700,2,60.74
1687,5,32.61
1936,4,84.15
2880,1,62.89
3003,2,164.73
1831,1,107.89
2303,4,122.02
2980,1,77.34
1385,4,50.45
3152,3,134.59
3755,4,101.0
3662,5,33.38
2457,1,93.14
3002,1,93.64
1903,2,66.71
1732,2,43.97
3783,4,86.99
1987,3,32.26
1655,1,85.22
3442,5,130.86
2912,4,85.57
3484,1,137.98
3823,3,151.44
1246,3,67.14
1327,3,123.28
3492,5,120.76
2560,3,122.87
3004,5,78.88
1674,5,101.07
3058,1,121.99
3387,5,115.06
891,5,85.96
3159,2,127.84
1980,3,119.45
2924,5,77.15
1555,3,136.91
2932,5,112.16
2466,2,143.61
2324,1,160.14
3610,4,59.75
1838,3,96.58
3929,1,64.85
1742,1,146.56
3057,1,42.73
1456,2,54.71
3489,4,154.93
1941,4,122.14
805,5,158.58
3749,2,77.55
877,2,162.7
3339,4,76.52
3964,1,156.06
919,4,125.49
1065,5,100.72
3119,5,126.56
2287,2,152.96
1895,5,108.22
2723,1,34.83
2896,5,139.37
2588,2,104.93
3791,3,38.11
3235,1,45.41
2772,1,46.82
1663,4,153.57
3763,1,142.66
1561,2,110.6
1991,1,73.01
3667,5,125.16
894,3,123.3
2775,3,105.57
2808,4,67.92
3187,4,110.5
3453,4,90.03
3099,2,143.24
2304,1,154.64
1045,3,165.13
1319,4,56.72
1233,3,139.21
935,1,168.86
3524,1,46.61
1995,5,122.91
3344,5,152.68
939,2,80.15
2466,3,153.5
810,3,35.04
3372,5,151.36
2787,1,122.08
1031,4,33.53
3910,5,137.49
3256,3,83.38
1699,5,48.57
3400,3,38.79
2355,2,169.3
2647,5,123.85
3678,2,63.45
1184,2,107.33
2194,3,63.16
818,3,167.87
3730,3,99.77
3076,5,144.52
2610,5,132.18
921,3,33.75
1512,2,56.25
3950,2,120.32
2695,5,51.74
3307,5,141.73
2953,4,62.23
1401,5,68.95
1863,5,106.74
1365,4,99.2
1277,2,84.98
2968,5,108.52
1039,3,169.83
2028,1,109.6
1905,5,137.53
2580,2,94.11
3761,2,47.7
974,3,125.24
1151,2,139.82
1399,2,45.53
3855,4,158.09
3380,5,62.04
2496,3,150.04
2293,3,54.29
3927,2,77.12
2428,3,80.46
2243,4,157.86
2015,3,117.24
2542,3,156.17
1652,5,57.83
3374,4,31.62
2698,3,143.12
2400,2,96.7
1084,1,165.7
1150,2,162.8
2843,4,143.24
1605,4,131.65
1840,1,34.91
1621,5,81.95
2652,5,159.43
3131,2,155.36
909,5,82.61
2121,3,69.74
3180,5,156.35
3132,2,61.74
1050,4,78.19
2414,3,158.87
3125,4,96.76
1894,1,54.31
822,4,73.68
2931,1,42.21
1495,4,80.25
1011,1,81.31
944,4,87.3
3901,3,118.96
2463,5,94.94
2478,2,84.29
1057,2,160.24
1573,5,109.92
931,5,164.47
1443,1,86.41
2992,3,43.42
3049,2,51.3
3866,1,160.26
2476,2,136.58
2361,4,32.19
3607,1,151.43
1343,4,155.57
1086,5,49.22
1788,5,123.93
3049,4,77.05
2886,4,134.54
2476,5,82.14
3164,3,124.61
3042,2,111.2
2517,2,102.81
1397,4,141.83
1135,3,39.09
1656,4,101.7
1704,1,91.61
3187,1,100.73
1933,3,137.81
3111,3,163.84
3720,3,151.76
3625,5,96.49
972,5,50.71
2633,5,74.27
3428,3,117.0
2289,4,137.41
2979,1,73.98
2549,3,99.31
1107,5,62.19
2105,1,87.29
2575,2,90.86
869,2,149.96
3351,1,136.62
2361,4,97.6
2849,4,76.38
2675,3,82.52
1387,5,148.32
2409,2,44.17
1439,3,138.01
2830,1,129.91
2701,3,149.29
3755,2,52.96
3425,5,124.58
828,1,106.69
3672,2,149.32
1239,4,166.61
1078,4,100.38
1177,1,116.33
956,3,81.14
1051,3,139.81
2133,4,137.66
3441,1,115.25
3209,3,156.7
1984,3,139.29
3703,2,39.39
3166,2,136.85
1543,1,96.63
3353,3,141.66
3936,1,86.07
3113,3,132.97
2352,2,93.78
1116,3,70.96
961,5,57.42
2800,2,142.4
1517,3,110.83
2754,4,145.41
3788,2,93.85
3051,3,144.47
2930,3,81.44
1978,1,163.23
3286,4,140.3
2706,2,52.04
2000,3,121.43
1823,3,130.28
3200,1,54.81
3440,5,64.14
2557,1,41.67
1796,2,135.17
2325,5,131.47
2072,5,68.4
2616,3,98.3
813,2,168.79
3841,4,117.38
1703,1,97.1
1991,2,160.84
1346,1,37.74
1519,4,105.33
2759,2,58.12
1011,1,98.04
2596,3,107.04
2743,5,65.53
2306,2,122.3
2471,5,156.2
3324,2,76.89
1506,4,81.52
2297,5,75.51
3143,5,94.97
3045,1,155.58
3745,1,87.83
3479,4,82.33
1223,4,130.87
1106,4,70.14
1325,5,135.55
3129,1,152.52
3402,1,126.17
1649,2,85.35
1341,5,135.6
2905,3,73.83
1215,1,133.48
2096,4,75.89
3942,3,142.6
935,2,142.89
2637,2,55.26
1218,1,164.8
2864,1,89.28
3074,3,31.18
3949,5,52.11
1605,5,154.48
1015,4,41.19
1103,4,32.62
1706,1,33.32
2029,4,124.48
1730,1,88.29
3254,3,133.9
2611,2,152.74
1868,2,57.7
3252,1,139.02
1360,1,124.49
1261,2,163.02
2242,1,163.45
952,3,83.2
2120,1,99.05
833,1,137.96
3153,3,99.69
831,4,143.78
1187,3,167.29
3864,5,134.5
2705,4,91.36
1509,1,107.06
1045,5,109.03
3121,1,84.61
1294,5,148.21
2160,3,154.95
1990,5,41.44
3943,4,146.97
3398,1,143.8
3985,5,67.33
856,4,53.22
1947,3,113.62
1219,3,70.4
3608,1,122.86
1120,4,126.01
2291,2,164.6
2811,5,83.45
1669,4,39.78
1314,3,51.56
2995,3,119.38
1749,3,92.9
3974,5,149.17
1728,5,95.76
3513,3,111.41
3189,3,72.72
3119,5,144.39
2828,2,112.74
1188,1,135.15
2496,1,92.11
2028,3,38.36
3760,1,104.2
3055,4,80.5
2170,1,45.4
870,2,46.73
2241,3,156.57
2194,3,116.27
3546,3,110.56
2329,5,40.67
3388,3,155.21
1114,2,65.72
963,2,84.13
2516,2,97.73
2980,4,130.96
2519,5,131.93
1330,1,63.75
1120,5,151.85
1835,1,31.37
1861,1,139.3
1094,5,154.35
1399,2,63.96
2141,1,30.58
2536,4,41.23
2926,1,100.94
3756,1,159.72
3259,2,95.75
930,2,150.11
2678,5,50.16
1739,2,34.08
3533,3,124.73
1072,2,36.48
1022,5,71.25
1763,2,37.73
2543,5,75.0
3229,1,166.84
3137,4,39.58
832,3,108.67
2845,5,83.85
2118,2,129.57
1098,1,45.77
1161,3,90.65
1510,5,142.16
3308,3,159.73
2161,3,61.94
2757,2,150.62
1368,2,76.88
2897,1,108.81
3664,2,74.12
2448,5,53.24
3094,1,91.14
3373,1,65.74
3918,4,67.86
827,1,58.52
1721,2,120.28
1470,5,69.13
3140,5,112.99
3205,1,41.58
1399,5,84.1
2049,1,113.63
3752,1,69.38
1965,4,88.03
2718,5,75.78
814,4,75.67
1170,1,102.07
3093,5,147.51
2456,4,88.89
2652,4,141.31
3096,4,156.04
980,5,123.07
3291,3,37.6
999,1,158.62
3855,3,50.18
3850,4,130.75
1327,2,113.05
1948,3,119.36
3525,3,108.44
3399,1,85.82
3356,2,139.46
1290,4,114.83
3344,5,114.48
3065,1,109.99
3366,3,149.49
1032,3,86.71
2033,4,37.52
1630,2,114.68
2267,2,157.05
2227,2,142.34
1821,4,46.86
3130,4,51.97
1695,4,110.84
3582,5,111.93
3562,4,100.96
3283,3,135.81
1397,5,145.42
1973,2,79.47
3895,4,35.14
1866,4,117.02
3384,5,43.32
2112,2,31.66
3307,5,124.74
3943,1,82.43
2436,1,81.08
2839,4,135.74
850,3,149.93
1279,4,96.76
2897,4,86.23
3552,3,54.93
2599,1,101.0
1297,3,78.26
2402,5,153.51
3732,5,71.25
1080,5,57.5
3458,4,147.2
3758,1,74.64
2229,4,52.66
1911,5,150.76
3307,3,116.26
3338,3,100.55
2752,4,44.54
3909,2,50.6
1774,4,79.12
2773,2,39.18
3490,1,124.23
2489,1,41.99
3007,2,131.03
3524,2,169.87
3265,5,80.71
1805,5,57.12
3556,4,51.43
1880,4,140.89
1600,1,102.43
1267,5,52.92
3029,2,158.24
3341,4,137.52
1382,5,38.18
1880,3,42.63
2687,5,61.31
3548,2,141.42
3681,1,121.81
3381,4,44.59
1991,1,82.56
3259,3,167.05
3044,5,89.73
1413,2,98.94
1560,2,35.43
1059,5,112.82
3191,1,95.49
3956,1,70.97
2240,1,122.2
3966,4,77.65
3682,3,71.42
3247,2,148.79
2032,4,47.58
3822,1,164.19
1955,3,101.84
2700,4,108.34
2155,3,34.29
1692,2,44.87
3935,2,103.8
2681,3,152.76
1848,4,123.62
821,1,37.36
3929,3,166.99
2510,3,145.77
2924,4,166.43
1803,2,96.77
1815,4,82.73
2031,2,106.08
1027,5,143.15
2336,3,75.33
1572,5,59.97
3344,3,129.85
1835,3,121.84
2833,1,117.3
2244,3,140.29
2864,1,123.73
2102,5,96.15
3066,5,145.11
3209,4,34.53
3979,5,111.77
3517,5,60.62
1721,2,59.73
1099,2,133.25
1693,1,88.62
1202,1,89.03
3658,2,103.18
3785,4,94.87
3267,1,69.96
2155,1,33.82
1490,1,169.89
1422,4,130.57
3729,5,117.94
1040,1,59.73
2580,4,85.92
1508,3,76.81
3118,1,147.91
1930,2,71.13
2934,1,109.88
3594,1,56.48
990,2,123.64
1789,1,123.68
2279,1,48.32
1469,5,130.3
1697,1,151.76
1941,3,33.98
2656,3,126.65
1712,5,151.72
2691,3,96.84
2877,1,62.01
2360,5,72.26
3184,1,91.67
996,5,49.87
2853,4,93.3
2683,1,39.36
1435,5,96.43
1484,1,132.47
3111,3,64.12
836,4,149.53
2105,5,63.42
1797,5,113.28
1957,5,101.05
2056,5,49.15
2008,1,31.85
3238,3,46.46
3619,5,45.03
1402,4,136.39
2800,5,102.82
2680,2,158.39
2634,1,77.11
2573,3,167.89
3214,2,32.8
1685,2,36.68
2434,1,33.99
3100,5,35.69
3990,5,54.84
1514,5,50.69
3631,3,56.69
3683,5,78.23
3156,2,157.78
2979,4,127.27
3571,1,103.12
1187,4,58.89
3143,5,86.42
818,4,65.72
2116,5,117.26
2696,2,137.0
2181,2,114.14
1372,2,141.04
940,3,61.46
1137,5,124.41
3117,1,65.27
1612,3,127.24
1551,1,121.28
3321,2,91.84
1568,4,125.59
3842,3,105.1
3987,3,80.23
1666,5,115.42
1163,4,67.08
2382,3,65.57
2787,3,107.4
3547,5,79.53
3602,3,54.12
2402,1,146.62
1832,2,34.8
2413,2,147.63
2244,5,169.19
2918,4,105.13
2257,2,83.23
3571,2,167.02
3243,3,137.17
2861,5,112.53
3746,2,109.15
1043,5,158.88
2806,3,79.59
2387,3,51.94
3291,2,98.18
3015,2,145.03
1753,4,139.57
3113,2,42.09
3197,2,161.6
2901,5,89.91
1204,1,65.33
1554,5,114.26
1865,1,57.62
2079,4,86.18
2090,2,76.66
2387,4,136.91
3508,2,67.88
3634,3,112.67
3469,5,66.1
3909,5,70.83
1003,4,54.36
1039,2,148.85
2924,5,51.99
2967,5,166.66
3425,2,120.82
2770,1,137.77
2089,5,119.27
3305,4,67.3
1787,4,108.45
3705,1,137.86
857,2,103.44
1830,1,37.0
3800,5,65.9
2118,5,129.66
930,5,165.09
3795,3,70.0
1465,2,147.58
2994,3,137.63
2801,5,114.79
1834,5,97.48
3678,1,80.56
1045,3,80.33
1208,4,41.75
929,2,84.68
2596,4,167.34
2587,5,39.97
1523,4,116.77
3759,3,96.78
2933,1,153.38
1118,5,164.45
2936,4,163.49
3579,5,113.36
3173,1,112.13
1856,2,67.21
1224,3,80.47
1227,3,148.47
3009,2,48.23
2721,5,137.25
3609,1,68.67
889,5,60.62
3042,3,43.81
1376,3,96.99
1075,2,123.34
1262,5,30.85
2930,3,159.43
2342,5,165.17
926,4,69.41
2065,5,94.28
2830,4,58.76
2526,3,128.79
3405,1,166.91
3800,4,99.51
3793,4,167.98
3312,4,67.7
3576,1,159.48
3376,5,165.79
2011,5,162.92
1150,1,124.62
2441,1,58.59
3858,2,38.86
3059,5,108.04
2287,5,78.32
3053,5,144.94
1908,2,64.83
1152,1,87.3
1431,3,168.51
3142,2,150.62
3585,4,126.98
1914,4,89.37
1400,1,73.6
3801,5,154.84
2274,2,103.86
944,5,105.41
3072,1,154.25
2510,4,66.24
3004,1,93.57
2078,3,111.29
1389,3,60.19
3012,4,97.8
1601,3,31.23
3419,5,132.52
2466,2,57.99
1024,2,115.91
3213,1,152.19
2910,2,111.3
1418,1,146.16
3339,2,167.18
3497,3,84.59
2755,3,85.34
3377,3,68.32
3756,5,116.17
1287,4,148.34
987,3,148.26
2239,4,89.11
3464,1,52.58
3890,4,45.45
1016,4,76.92
913,4,95.63
3264,1,55.57
2848,2,86.75
3386,1,100.42
1690,3,121.03
3301,2,62.6
1494,2,100.1
3094,4,86.42
2204,2,39.34
3145,5,125.48
1516,5,30.86
1484,1,143.13
3730,4,56.56
2528,3,120.67
1757,2,167.95
3984,4,168.99
2303,4,126.19
3751,5,87.37
3978,4,155.62
2516,2,89.42
2466,1,61.77
1402,1,52.76
2382,5,123.08
2661,2,129.95
1728,5,107.51
2873,1,111.6
1915,5,68.09
1373,2,79.12
3992,1,95.86
3131,3,67.97
1554,3,134.79
1547,5,159.93
2584,3,44.72
2643,3,115.76
848,2,143.21
2586,2,70.28
1508,5,91.29
1950,2,47.64
1810,5,126.95
3233,4,40.73
2597,5,142.95
3033,1,129.1
2536,3,91.6
2344,5,46.39
1752,3,76.73
2687,5,122.33
2988,4,167.66
1869,3,167.55
1709,1,46.39
1943,3,137.65
1337,2,77.18
2025,4,45.97
3906,2,65.26
1078,2,162.58
1963,4,148.29
889,3,169.02
3770,1,91.49
1686,2,54.66
1160,2,139.5
1723,5,131.57
1992,4,83.89
1163,5,48.77
1576,2,93.09
1457,2,48.03
848,1,142.11
3559,4,157.23
2204,1,70.02
1470,4,57.85
3213,3,77.95
2584,4,158.82
2123,1,57.9
1518,5,93.0
3426,4,77.69
2259,1,62.72
1873,3,75.58
2248,5,111.92
1336,4,55.55
3512,5,121.92
2305,2,91.17
999,1,153.33
2148,3,64.82
1994,3,49.33
3396,4,53.23
2878,4,87.51
2837,3,115.13
2672,5,52.47
3907,3,76.4
1243,3,109.64
3485,3,75.26
1756,1,101.44
3190,5,83.76
2746,1,36.12
3568,3,107.72
1811,5,168.28
1597,1,49.02
2995,4,143.83
2727,3,114.45
3204,3,110.52
2557,5,116.13
1517,4,133.14
2966,5,123.85
1277,3,140.55
2633,2,140.15
2432,3,122.35
899,4,160.74
1684,1,168.52
3005,5,53.5
1965,1,80.72
1347,2,55.13
2155,3,80.95
1904,3,98.32
1156,3,161.42
3901,4,63.1
1013,3,152.14
2573,3,73.28
1745,2,47.62
807,2,149.26
3555,5,168.26
1240,5,50.34
2572,5,91.8
3467,1,156.66
3739,3,116.19
3915,1,140.6
2263,2,126.82
3590,4,168.79
2003,5,110.91
1811,3,53.12
2059,3,51.21
1564,3,80.08
1160,3,76.51
1271,1,153.53
1065,4,64.3
2702,4,148.83
2597,3,104.46
2444,2,168.99
1257,5,157.54
960,3,61.03
1443,1,50.12
2450,2,44.81
2693,2,43.72
3102,4,56.92
1793,1,37.11
973,3,109.78
3254,5,142.28
3776,3,127.94
1349,1,86.56
1745,2,149.16
1987,4,116.49
3114,3,66.02
3921,2,64.87
2506,1,65.63
1531,3,112.34
1374,2,131.78
1358,5,62.54
1541,5,101.48
3980,2,85.69
1625,4,123.86
2165,2,32.72
2597,4,137.19
2377,2,137.25
3819,1,143.7
2854,1,65.53
946,5,140.36
1415,2,33.38
2904,5,83.41
1099,4,100.3
2078,5,58.43
3369,1,60.52
3367,2,86.52
870,5,47.14
2484,2,142.9
1073,3,115.08
3721,2,110.08
1011,3,142.67
1060,1,46.44
990,3,95.73
3627,3,82.18
3202,1,52.8
3820,5,91.7
1512,1,114.07
2809,3,129.85
3244,5,95.07
1571,2,82.95
3115,4,70.05
951,3,142.26
897,3,77.21
2961,2,113.95
3563,4,155.59
3946,4,88.08
2863,3,46.92
3176,4,123.2
1765,2,135.5
3061,2,130.63
3901,5,146.35
1659,4,97.33
1348,5,97.72
3285,1,32.74
2358,5,164.34
2192,3,153.74
3345,5,33.81
2232,2,31.76
3236,3,80.01
1304,4,91.42
843,5,127.9
2135,3,36.13
1592,4,114.87
2856,5,85.04
3577,4,57.55
2499,1,154.89
3139,1,139.6
1438,1,146.56
1970,3,157.54
2265,5,51.76
2739,5,84.71
3925,5,81.67
1616,4,88.06
3571,5,91.34
3845,3,148.74
1561,5,77.93
1462,3,122.05
1907,5,131.14
1985,1,110.86
877,4,139.88
3904,1,109.87
3133,5,158.85
964,5,80.9
2244,5,59.94
3982,2,90.94
2899,5,112.74
3343,4,59.39
2258,3,98.24
2280,3,96.79
1925,2,73.93
1360,4,164.19
2474,3,54.17
2460,3,32.28
3874,3,79.66
1470,1,113.65
1076,3,144.83
1104,2,104.33
2781,5,117.13
2770,2,161.29
2613,4,70.33
1217,2,95.3
3689,4,93.17
2862,3,101.53
3443,4,71.6
1920,1,141.07
2018,5,153.44
3717,2,131.98
1428,2,71.13
1890,1,101.72
2948,1,151.64
2355,4,149.88
3398,2,55.33
1479,2,53.8
3625,1,36.87
893,1,40.67
2670,1,156.36
1630,1,102.65
1774,3,138.69
1846,4,156.74
3319,5,162.21
3428,3,152.6
994,4,139.97
985,4,118.89
933,2,107.75
1571,4,85.4
1243,3,45.01
3943,1,119.17
3955,1,50.23
3555,5,100.4
3308,1,108.68
1333,3,72.12
3347,5,63.96
1076,2,55.3
1349,1,40.42
3146,1,168.9
2446,2,79.94
2098,2,159.44
2898,2,68.34
3859,1,78.71
854,2,101.85
2956,4,59.94
1426,1,72.58
1820,3,37.53
3716,3,46.62
1014,5,121.95
3211,5,116.26
1621,3,59.81
3015,5,62.42
3395,2,43.9
2232,2,99.75
1511,4,129.26
1537,2,153.89
1876,5,151.95
2951,3,123.7
1786,1,81.15
2786,4,45.68
1900,3,119.42
2311,2,37.66
2901,2,135.17
3106,1,54.73
2750,3,75.15
943,4,127.76
2111,3,50.44
1990,2,55.69
3936,1,138.83
2280,1,165.86
1563,3,36.27
3197,2,88.12
3547,4,161.06
1924,3,155.68
3208,2,131.3
1075,2,35.13
3687,2,122.89
1249,1,46.77
3976,2,134.11
872,3,64.58
1274,1,51.11
2240,3,65.83
2763,2,79.76
2611,4,74.77
3738,1,33.79
1232,5,153.13
1241,5,159.47
1590,4,138.82
3093,1,151.33
1962,1,32.47
2958,3,44.71
3215,2,142.14
2691,1,130.54
3107,2,157.4
812,2,91.44
3894,4,135.68
3357,3,113.15
1192,4,140.6
3835,5,33.84
3247,3,117.24
806,5,37.06
3872,3,164.9
3263,5,106.92
2178,5,101.01
2804,1,128.36
3811,3,115.12
2663,4,118.41
1288,4,158.83
2496,3,159.37
1138,3,95.73
3759,4,139.49
1484,3,138.93
2513,2,78.75
2601,1,73.63
2130,4,133.6
3358,5,77.26
1013,4,94.04
3181,2,78.76
1630,5,115.24
3616,1,39.83
2539,5,85.89
2750,3,50.95
2645,5,95.78
3068,5,111.72
3008,3,134.25
2424,1,93.23
1518,1,87.24
1295,4,128.59
3526,2,121.3
800,1,136.53
2658,3,107.47
3056,5,155.73
2150,3,40.95
1774,5,121.82
831,3,146.68
1757,4,30.35
2842,1,105.57
1832,1,147.6
3826,2,71.36
1597,3,46.68
1841,4,137.62
3911,4,112.61
2018,1,87.18
